,SecurityDescription,Ticker,AssetClass,Sector,Type,SharesPar,PriceBase,PriceLocal,Value,PctofPortfolio,Currency_trades,TradeData,EffectiveDate,filename,first_word_SecurityDescription,first_word_LongName,Symbol,ExchangeRate,Exchange,Ticker_to_CAD,Ticker_from_CAD,EXPIRY_DATE,STRIKE,OptPC,RATE_Q,RATE,HVOL_trades,TERM_DAYS,TERM_YEARS,SymbolYahoo,RISK_MULTIPLIER,RISK_UNITS,Country,exp_codes,parse_handle,parse_cents,OptionTicker,TickerYahoo,CADUSD=X,CADHKD=X,CADBRL=X,CADEUR=X,CADSEK=X,CADJPY=X,CADCHF=X,USD,HKD,BRL,EUR,SEK,JPY,CHF,UNDERLYING_SPOT,HVOL,Currency,PRICE_PUT,PRICE_CALL,DELTA_PUT,DELTA_CALL,DELTA,PRICE,DELTA_POS,DELTA_DOLLARS,GAMMA,GAMMA_MOVE_PCT,GAMMA_MOVE_PRICE,VaR_025,POSVaR_025,WEIGHT_RISK_POSVaR025,WEIGHT_DELTA_DOLLARS
24,Spdr S&P 500 ETF Trust Put 360 01/22/21,SPY US 01/22/21 P360 Equity,Option,Equity Index,Buy A Put Option,130,8.85,6.9,115399.0,0.0040999999999999995,USD,2020-12-09,2020-12-09,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.2816200256347656,PCX,USDCAD=X,CADUSD=X,2021-01-22,360.0,P,0.01,0.01,0.2,44,0.12054794520547946,SPY,100,13000,United States,210122,00360,000,SPY210122P00360000,SPY210122P00360000,0.7802624702453613,6.047586917877197,3.993350028991699,0.6442000269889832,6.602399826049805,81.25199890136719,0.6930000185966492,1.2816200256347656,0.1653289943933487,,1.5518399477005005,0.15132400393486023,0.012303000316023827,1.4419499635696411,362.9130859375,0.1820719903192366,USD,7.729562529934952,10.64698816730521,-0.43672078262593506,0.5632792173740649,-0.43672078262593506,7.729562529934952,-5677.370174137156,-1607646.4854590253,0.017170176172718286,-0.025,-9.0728271484375,5.076815593658541,65998.60271756104,-2.661353292090863e-190,-2.8246683916856462e-95
25,Spdr S&P 500 ETF Trust Put 410 09/17/21,SPY US 09/17/21 P410 Equity,Option,Equity Index,Buy A Put Option,100,11.52,9.4,115468.0,0.0040999999999999995,USD,2021-06-16,2021-06-17,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.218559980392456,PCX,USDCAD=X,CADUSD=X,2021-09-17,410.0,P,0.01,0.01,0.2,93,0.2547945205479452,SPY,100,10000,United States,210917,00410,000,SPY210917P00410000,SPY210917P00410000,0.8206407427787781,6.370110034942627,4.138147830963135,0.6767600178718567,6.8292999267578125,90.33399963378906,0.7373300194740295,1.218559980392456,0.15695099532604218,,1.4773600101470947,0.14635500311851501,0.01106599997729063,1.3559099435806274,420.7335205078125,0.12848925473960826,USD,6.216558224957396,16.960525175026987,-0.3331357583288842,0.6668642416711158,-0.3331357583288842,6.216558224957396,-3331.357583288842,-1150221.430738355,0.013321493454942991,-0.025,-10.518338012695313,4.268942920428444,42689.42920428444,-1.7214251252636325e-190,-2.020963033995872e-95
26,Spdr S&P 500 ETF Trust Put 410 09/17/21,SPY US 09/17/21 P410 Equity,Option,Equity Index,Buy A Put Option,100,11.62,9.4,116428.0,0.0040999999999999995,USD,2021-06-21,2021-06-22,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.2449899911880493,PCX,USDCAD=X,CADUSD=X,2021-09-17,410.0,P,0.01,0.01,0.2,88,0.2410958904109589,SPY,100,10000,United States,210917,00410,000,SPY210917P00410000,SPY210917P00410000,0.8032193183898926,6.235650062561035,4.080948829650879,0.6764000058174133,6.912399768829346,88.50299835205078,0.7408400177955627,1.2449899911880493,0.16033600270748138,,1.4778399467468262,0.14459800720214844,0.01129399985074997,1.3494499921798706,420.8599853515625,0.1325109704669194,USD,6.206370658148472,17.076240822057912,-0.33188919527845634,0.6681108047215436,-0.33188919527845634,6.206370658148472,-3318.8919527845633,-1121927.749233891,0.013255380252315097,-0.025,-10.521499633789062,4.346545906899287,43465.459068992874,-1.7527180549645984e-190,-1.9712504457167014e-95
27,Spdr S&P 500 ETF Trust Put 360 02/19/21,SPY US 02/19/21 P360 Equity,Option,Equity Index,Buy A Put Option,110,9.01,7.03,99419.0,0.0034999999999999996,USD,2020-12-29,2020-12-30,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.284000039100647,PCX,USDCAD=X,CADUSD=X,2021-02-19,360.0,P,0.01,0.01,0.2,52,0.14246575342465753,SPY,100,11000,United States,210219,00360,000,SPY210219P00360000,SPY210219P00360000,0.7788161635398865,6.036815166473389,4.083192825317383,0.6367999911308289,6.4405999183654785,80.72899627685547,0.6915599703788757,1.284000039100647,0.1655759960412979,,1.5692100524902344,0.15505799651145935,0.012381999753415585,1.4456700086593628,369.0400085449219,0.1813979993696108,USD,6.078673179326955,15.123810454838633,-0.3458053869571228,0.6541946130428772,-0.3458053869571228,6.078673179326955,-3803.859256528351,-1093283.6524803776,0.014594236621510562,-0.025,-9.226000213623047,4.095491930752451,45050.41123827696,-1.8166302818882813e-190,-1.9209221705393804e-95
28,Spdr S&P 500 ETF Trust Put 330 01/15/21,SPY US 01/15/21 P330 Equity,Option,Equity Index,Buy A Put Option,55,16.0,12.18,88228.0,0.0031,USD,2020-10-22,2020-10-23,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.3153200149536133,PCX,USDCAD=X,CADUSD=X,2021-01-15,330.0,P,0.01,0.01,0.2,85,0.2328767123287671,SPY,100,5500,United States,210115,00330,000,SPY210115P00330000,SPY210115P00330000,0.7602712512016296,5.891180038452148,4.261323928833008,0.6410999894142151,6.645599842071533,79.57599639892578,0.6883699893951416,1.3153200149536133,0.16971200704574585,,1.5590200424194336,0.15037700533866882,0.012562000192701817,1.4518200159072876,340.9117126464844,0.1732625717949708,USD,6.563220009854618,17.482617498364448,-0.33317793850337785,0.6668220614966222,-0.33317793850337785,6.563220009854618,-1832.4786617685781,-474951.6709769638,0.012753632610412954,-0.025,-8.52279281616211,3.734298179631867,20538.639987975268,-8.282080967832798e-191,-8.344999878526491e-96
29,Spdr S&P 500 ETF Trust Put 330 01/15/21,SPY US 01/15/21 P330 Equity,Option,Equity Index,Buy A Put Option,30,24.94,18.73,74952.0,0.0027,USD,2020-10-29,2020-10-30,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.3310500383377075,PCX,USDCAD=X,CADUSD=X,2021-01-15,330.0,P,0.01,0.01,0.2,78,0.2136986301369863,SPY,100,3000,United States,210115,00330,000,SPY210115P00330000,SPY210115P00330000,0.7512865662574768,5.821770191192627,4.314857006072998,0.6393899917602539,6.646500110626221,78.36100006103516,0.6841199994087219,1.3310500383377075,0.1717360019683838,,1.5637099742889404,0.15039199590682983,0.012756000272929668,1.4613800048828125,326.4387512207031,0.18027066192263122,USD,12.777636620078681,9.223439820226162,-0.5351720767623821,0.4648279232376179,-0.5351720767623821,12.777636620078681,-1605.5162302871463,-393751.3227782456,0.01460798155459071,-0.025,-8.160968780517578,5.812520391047245,17437.561173141738,-7.031589900891701e-191,-6.918292831763668e-96
30,Spdr S&P 500 ETF Trust Put 330 01/15/21,SPY US 01/15/21 P330 Equity,Option,Equity Index,Buy A Put Option,60,7.91,6.02,47610.0,0.0017000000000000001,USD,2020-11-12,2020-11-13,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.3058199882507324,PCX,USDCAD=X,CADUSD=X,2021-01-15,330.0,P,0.01,0.01,0.2,64,0.17534246575342466,SPY,100,6000,United States,210115,00330,000,SPY210115P00330000,SPY210115P00330000,0.7658023238182068,5.937419891357422,4.125649929046631,0.6500200033187866,6.6118998527526855,80.71700286865234,0.7017800211906433,1.3058199882507324,0.16839100420475006,,1.5381499528884888,0.15117600560188293,0.012384000234305859,1.424399971961975,349.41943359375,0.18142025886365273,USD,3.3651491177911907,22.79036896218213,-0.21449908960373826,0.7855009103962618,-0.21449908960373826,3.3651491177911907,-1286.9945376224296,-344382.0024356464,0.010992606126865152,-0.025,-8.73548583984375,2.446257326075745,14677.54395645447,-5.918629837586656e-191,-6.0508635806685435e-96
31,Spdr S&P 500 ETF Trust Put 330 01/15/21,SPY US 01/15/21 P330 Equity,Option,Equity Index,Buy A Put Option,50,9.58,7.3,48060.0,0.0017000000000000001,USD,2020-11-12,2020-11-13,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.3058199882507324,PCX,USDCAD=X,CADUSD=X,2021-01-15,330.0,P,0.01,0.01,0.2,64,0.17534246575342466,SPY,100,5000,United States,210115,00330,000,SPY210115P00330000,SPY210115P00330000,0.7658023238182068,5.937419891357422,4.125649929046631,0.6500200033187866,6.6118998527526855,80.71700286865234,0.7017800211906433,1.3058199882507324,0.16839100420475006,,1.5381499528884888,0.15117600560188293,0.012384000234305859,1.424399971961975,349.41943359375,0.18142025886365273,USD,3.3651491177911907,22.79036896218213,-0.21449908960373826,0.7855009103962618,-0.21449908960373826,3.3651491177911907,-1072.4954480186914,-286985.0020297054,0.010992606126865152,-0.025,-8.73548583984375,2.446257326075745,12231.286630378727,-4.9321915313222147e-191,-5.042386317223787e-96
32,Spdr S&P 500 ETF Trust Put 300 01/15/21,SPY US 01/15/21 P300 Equity,Option,Equity Index,Rebook - Write A Put,-50,4.2,3.2,-20843.0,-0.0007000000000000001,USD,2020-11-12,2020-11-16,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.3058199882507324,PCX,USDCAD=X,CADUSD=X,2021-01-15,300.0,P,0.01,0.01,0.2,64,0.17534246575342466,SPY,100,-5000,United States,210115,00300,000,SPY210115P00300000,SPY210115P00300000,0.7658023238182068,5.937419891357422,4.125649929046631,0.6500200033187866,6.6118998527526855,80.71700286865234,0.7017800211906433,1.3058199882507324,0.16839100420475006,,1.5381499528884888,0.15117600560188293,0.012384000234305859,1.424399971961975,349.41943359375,0.18142025886365273,USD,0.2045391391411826,49.629232960746606,-0.02040177868502317,0.9795982213149769,-0.02040177868502317,0.2045391391411826,102.00889342511584,27296.174114992293,0.0018550517738666484,-0.025,-8.73548583984375,0.2327074882004163,-1163.5374410020816,4.691893572858813e-192,4.795994699951204e-97
33,Spdr S&P 500 ETF Trust Put 300 01/15/21,SPY US 01/15/21 P300 Equity,Option,Equity Index,Rebook - Write A Put,-60,3.31,2.52,-19709.0,-0.0007000000000000001,USD,2020-11-12,2020-11-16,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.3058199882507324,PCX,USDCAD=X,CADUSD=X,2021-01-15,300.0,P,0.01,0.01,0.2,64,0.17534246575342466,SPY,100,-6000,United States,210115,00300,000,SPY210115P00300000,SPY210115P00300000,0.7658023238182068,5.937419891357422,4.125649929046631,0.6500200033187866,6.6118998527526855,80.71700286865234,0.7017800211906433,1.3058199882507324,0.16839100420475006,,1.5381499528884888,0.15117600560188293,0.012384000234305859,1.424399971961975,349.41943359375,0.18142025886365273,USD,0.2045391391411826,49.629232960746606,-0.02040177868502317,0.9795982213149769,-0.02040177868502317,0.2045391391411826,122.41067211013902,32755.408937990756,0.0018550517738666484,-0.025,-8.73548583984375,0.2327074882004163,-1396.2449292024978,5.630272287430575e-192,5.755193639941445e-97
34,Spdr S&P 500 ETF Trust Put 300 01/15/21,SPY US 01/15/21 P300 Equity,Option,Equity Index,Rebook - Write A Put,-30,12.69,9.53,-37959.0,-0.0013,USD,2020-10-29,2020-11-02,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.3310500383377075,PCX,USDCAD=X,CADUSD=X,2021-01-15,300.0,P,0.01,0.01,0.2,78,0.2136986301369863,SPY,100,-3000,United States,210115,00300,000,SPY210115P00300000,SPY210115P00300000,0.7512865662574768,5.821770191192627,4.314857006072998,0.6393899917602539,6.646500110626221,78.36100006103516,0.6841199994087219,1.3310500383377075,0.1717360019683838,,1.5637099742889404,0.15039199590682983,0.012756000272929668,1.4613800048828125,326.4387512207031,0.18027066192263122,USD,2.1152427280429578,28.56040483915001,-0.1456153980234839,0.8543846019765161,-0.1456153980234839,2.1152427280429578,436.84619407045165,107136.11206229836,0.00840228025272123,-0.025,-8.160968780517578,1.581482165015154,-4744.446495045462,1.9131690337102356e-191,1.882403825017901e-96
35,Spdr S&P 500 ETF Trust Put 300 01/15/21,SPY US 01/15/21 P300 Equity,Option,Equity Index,Rebook - Write A Put,-55,7.48,5.69,-40897.0,-0.0015,USD,2020-10-22,2020-11-02,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.3153200149536133,PCX,USDCAD=X,CADUSD=X,2021-01-15,300.0,P,0.01,0.01,0.2,85,0.2328767123287671,SPY,100,-5500,United States,210115,00300,000,SPY210115P00300000,SPY210115P00300000,0.7602712512016296,5.891180038452148,4.261323928833008,0.6410999894142151,6.645599842071533,79.57599639892578,0.6883699893951416,1.3153200149536133,0.16971200704574585,,1.5590200424194336,0.15037700533866882,0.012562000192701817,1.4518200159072876,340.9117126464844,0.1732625717949708,USD,0.7323572437070389,41.6510561102146,-0.0580835225400403,0.9419164774599597,-0.0580835225400403,0.7323572437070389,319.4593739702217,82799.19796172401,0.004074048795488167,-0.025,-8.52279281616211,0.6510571727725837,-3580.81445024921,1.4439415280229196e-191,1.4547991704322076e-96
36,Spdr S&P 500 ETF Trust Put 340 01/22/21,SPY US 01/22/21 P340 Equity,Option,Equity Index,Write A Put,-130,4.03,3.14,-51953.0,-0.0018,USD,2020-12-09,2020-12-09,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.2816200256347656,PCX,USDCAD=X,CADUSD=X,2021-01-22,340.0,P,0.01,0.01,0.2,44,0.12054794520547946,SPY,100,-13000,United States,210122,00340,000,SPY210122P00340000,SPY210122P00340000,0.7802624702453613,6.047586917877197,3.993350028991699,0.6442000269889832,6.602399826049805,81.25199890136719,0.6930000185966492,1.2816200256347656,0.1653289943933487,,1.5518399477005005,0.15132400393486023,0.012303000316023827,1.4419499635696411,362.9130859375,0.1820719903192366,USD,1.7399431596575994,24.65712770259057,-0.14378371649546157,0.8562162835045384,-0.14378371649546157,1.7399431596575994,1869.1883144410003,529293.3052104271,0.009878619508166899,-0.025,-9.0728271484375,1.6714624204263318,-21729.011465542313,8.762090986255684e-191,9.299793721328188e-96
37,Spdr S&P 500 ETF Trust Put 340 02/19/21,SPY US 02/19/21 P340 Equity,Option,Equity Index,Write A Put,-110,4.7,3.67,-51418.0,-0.0018,USD,2020-12-29,2020-12-30,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.284000039100647,PCX,USDCAD=X,CADUSD=X,2021-02-19,340.0,P,0.01,0.01,0.2,52,0.14246575342465753,SPY,100,-11000,United States,210219,00340,000,SPY210219P00340000,SPY210219P00340000,0.7788161635398865,6.036815166473389,4.083192825317383,0.6367999911308289,6.4405999183654785,80.72899627685547,0.6915599703788757,1.284000039100647,0.1655759960412979,,1.5692100524902344,0.15505799651145935,0.012381999753415585,1.4456700086593628,369.0400085449219,0.1813979993696108,USD,1.3677760892034385,30.412628435237878,-0.10906996109902539,0.8909300389009747,-0.10906996109902539,1.3677760892034385,1199.7695720892793,344830.96546156623,0.0073965771287514605,-0.025,-9.226000213623047,1.2918105230628383,-14209.91575369122,5.730061624676997e-191,6.058751954635219e-96
38,Spdr S&P 500 ETF Trust Put 390 06/18/21,SPY US 06/18/21 P390 Equity,Option,Equity Index,Write A Put,-200,2.72,2.25,-53873.0,-0.0019,USD,2021-05-10,2021-05-11,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.211400032043457,PCX,USDCAD=X,CADUSD=X,2021-06-18,390.0,P,0.01,0.01,0.2,39,0.10684931506849316,SPY,100,-20000,United States,210618,00390,000,SPY210618P00390000,SPY210618P00390000,0.8254911303520203,6.408718109130859,4.314288139343262,0.6780499815940857,6.85230016708374,89.5979995727539,0.7430899739265442,1.211400032043457,0.1560100018978119,,1.4745099544525146,0.1458660066127777,0.011153999716043472,1.345289945602417,416.5771484375,0.13889872698514158,USD,0.5973882248169708,27.178703763341957,-0.07011523258868489,0.9298847674113151,-0.07011523258868489,0.5973882248169708,1402.3046517736977,482225.5717552864,0.007107914892769628,-0.025,-10.4144287109375,0.8843134468062069,-17686.26893612414,7.131879785302488e-191,8.47280383168799e-96
39,Spdr S&P 500 ETF Trust Put 380 06/18/21,SPY US 06/18/21 P380 Equity,Option,Equity Index,Write A Put,-200,2.86,2.35,-56587.0,-0.002,USD,2021-05-06,2021-05-07,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.2267099618911743,PCX,USDCAD=X,CADUSD=X,2021-06-18,380.0,P,0.01,0.01,0.2,43,0.1178082191780822,SPY,100,-20000,United States,210618,00380,000,SPY210618P00380000,SPY210618P00380000,0.8151886463165283,6.332446098327637,4.360372066497803,0.6787300109863281,6.9105000495910645,89.01399993896484,0.7441999912261963,1.2267099618911743,0.15789100527763367,,1.4730700254440308,0.1446080058813095,0.011227999813854694,1.3433899879455566,417.7034606933594,0.13969666283522417,USD,0.17417566429921827,37.88211304361772,-0.022902491812194947,0.977097508187805,-0.022902491812194947,0.17417566429921827,458.04983624389894,155969.22476616898,0.002710951261264466,-0.025,-10.442586517333986,0.29334311796138846,-5866.862359227769,2.3657763666290836e-191,2.7404117961102607e-96
40,Spdr S&P 500 ETF Trust Put 390 09/17/21,SPY US 09/17/21 P390 Equity,Option,Equity Index,Write A Put,-100,7.11,5.8,-70846.0,-0.0025,USD,2021-06-16,2021-06-17,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.218559980392456,PCX,USDCAD=X,CADUSD=X,2021-09-17,390.0,P,0.01,0.01,0.2,93,0.2547945205479452,SPY,100,-10000,United States,210917,00390,000,SPY210917P00390000,SPY210917P00390000,0.8206407427787781,6.370110034942627,4.138147830963135,0.6767600178718567,6.8292999267578125,90.33399963378906,0.7373300194740295,1.218559980392456,0.15695099532604218,,1.4773600101470947,0.14635500311851501,0.01106599997729063,1.3559099435806274,420.7335205078125,0.12848925473960826,USD,1.566639059295241,32.31009642681573,-0.11461410077954343,0.8853858992204566,-0.11461410077954343,1.566639059295241,1146.1410077954342,395729.3436247913,0.0070961616238983385,-0.025,-10.518338012695313,1.4687699771222227,-14687.699771222227,5.922725107782254e-191,6.953047070421662e-96
41,Spdr S&P 500 ETF Trust Put 350 04/16/21,SPY US 04/16/21 P350 Equity,Option,Equity Index,Write A Put,-160,5.82,4.62,-92724.0,-0.0033,USD,2021-02-25,2021-02-26,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.2510000467300415,PCX,USDCAD=X,CADUSD=X,2021-04-16,350.0,P,0.01,0.01,0.2,50,0.136986301369863,SPY,100,-16000,United States,210416,00350,000,SPY210416P00350000,SPY210416P00350000,0.799360454082489,6.197126865386963,4.31867790222168,0.6566900014877319,6.6107001304626465,84.68599700927734,0.7246099710464478,1.2510000467300415,0.161312997341156,,1.5225600004196167,0.1511320024728775,0.01180300023406744,1.3797199726104736,379.8392028808594,0.15392950508476302,USD,0.702614261275496,30.546611629843767,-0.07148998624276467,0.9285100137572353,-0.07148998624276467,0.702614261275496,1143.8397798842348,347302.29735027545,0.006305807132947292,-0.025,-9.495980072021485,0.8490744598017127,-13585.191356827403,5.478145332243035e-191,6.102173771151109e-96
42,Spdr S&P 500 ETF Trust Put 340 02/19/21,SPY US 02/19/21 P340 Equity,Option,Equity Index,Rebook - Write A Put,-110,8.82,6.87,-96751.0,-0.0034000000000000002,USD,2020-12-21,2020-12-24,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.281059980392456,PCX,USDCAD=X,CADUSD=X,2021-02-19,340.0,P,0.01,0.01,0.2,60,0.1643835616438356,SPY,100,-11000,United States,210219,00340,000,SPY210219P00340000,SPY210219P00340000,0.7806035876274109,6.050570011138916,3.9872419834136963,0.6389099955558777,6.4653000831604,80.74700164794922,0.6911600232124329,1.281059980392456,0.16524100303649902,,1.5648800134658813,0.15459999442100525,0.012382999993860722,1.4464800357818604,365.46343994140625,0.1817553439555025,USD,2.245813614463657,27.71484255102871,-0.15455027134350208,0.8454497286564979,-0.15455027134350208,2.245813614463657,1700.0529847785228,484994.6305476462,0.008830954263792287,-0.025,-9.136585998535157,1.808579657988816,-19894.376237876975,8.022285550703055e-191,8.52145677197209e-96
43,Spdr S&P 500 ETF Trust Put 350 04/16/21,SPY US 04/16/21 P350 Equity,Option,Equity Index,Rebook - Write A Put,-160,6.34,4.99,-101012.0,-0.0036,USD,2021-02-10,2021-02-12,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.2697099447250366,PCX,USDCAD=X,CADUSD=X,2021-04-16,350.0,P,0.01,0.01,0.2,65,0.1780821917808219,SPY,100,-16000,United States,210416,00350,000,SPY210416P00350000,SPY210416P00350000,0.7875814437866211,6.104219913482666,4.233993053436279,0.6496999859809875,6.555600166320801,82.3550033569336,0.7028499841690063,1.2697099447250366,0.16378900408744812,,1.538450002670288,0.1524689942598343,0.012137000449001789,1.4224200248718262,387.5386962890625,0.15478862767788248,USD,0.6137897124288614,38.158718822705794,-0.055617482973703954,0.944382517026296,-0.055617482973703954,0.6137897124288614,889.8797275792632,271607.5674707076,0.0044333572767461995,-0.025,-9.688467407226563,0.6840856697445907,-10945.370715913452,4.413653803037312e-191,4.772201586084879e-96
44,Spdr S&P 500 ETF Trust Put 360 06/18/21,SPY US 06/18/21 P360 Equity,Option,Equity Index,Write A Put,-140,7.45,5.92,-103926.0,-0.0037,USD,2021-03-23,2021-03-24,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.252079963684082,PCX,USDCAD=X,CADUSD=X,2021-06-18,360.0,P,0.01,0.01,0.2,87,0.23835616438356164,SPY,100,-14000,United States,210618,00360,000,SPY210618P00360000,SPY210618P00360000,0.7986710071563721,6.201990127563477,4.394617080688477,0.6692100167274475,6.79640007019043,86.87000274658203,0.737339973449707,1.252079963684082,0.16120900213718414,,1.4941200017929077,0.14706499874591827,0.011509000323712826,1.3559000492095947,388.2298889160156,0.13838507725606825,USD,1.6725760132047967,29.911045648874392,-0.12475678101548754,0.8752432189845125,-0.12475678101548754,1.6725760132047967,1746.5949342168255,541563.140501914,0.007837470482720958,-0.025,-9.705747222900392,1.515792673969045,-21221.09743556663,8.557277759896992e-191,9.515377285454576e-96
45,Spdr S&P 500 ETF Trust Put 400 09/07/21,SPY US 09/07/21 P400 Equity,Option,Equity Index,Write A Put,-500,2.41,1.92,-119265.0,-0.0042,USD,2021-08-03,2021-08-04,Z:\truequant\2021-10-26\buys_BDEQ.xlsx,SPDR,SPDR,SPY,1.2501100301742554,PCX,USDCAD=X,CADUSD=X,2021-09-07,400.0,P,0.01,0.01,0.2,35,0.0958904109589041,SPY,100,-50000,United States,210907,00400,000,SPY210907P00400000,SPY210907P00400000,0.7999295592308044,6.217800140380859,4.137619972229004,0.6735900044441223,6.872799873352051,87.4000015258789,0.7240899801254272,1.2501100301742554,0.1608009934425354,,1.4842599630355835,0.14543500542640686,0.011436999775469303,1.3807100057601929,441.1499938964844,0.10796340734554741,USD,0.006875462984361036,41.16070495751717,-0.0016099118872182085,0.9983900881127817,-0.0016099118872182085,0.006875462984361036,80.49559436091043,28406.004354720375,0.00035289293992759615,-0.025,-11.02874984741211,0.022195411247079938,-1109.7705623539969,4.4750819229093575e-192,4.990994186881423e-97
